"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KFXYKDCH","journalArticle","2014","Simsic, Janet M.; Harrison, Sheilah; Evans, Laura; McClead, Richard; Teske, Douglas","Reducing Variation in the Use of Inhaled Nitric Oxide","Pediatrics","","0031-4005, 1098-4275","10.1542/peds.2013-4011","https://publications.aap.org/pediatrics/article/133/6/e1753/76059/Reducing-Variation-in-the-Use-of-Inhaled-Nitric","BACKGROUND AND OBJECTIVE:               Decreasing practice variation and following clinical guidelines improve patient outcomes and reduce costs. Inhaled nitric oxide (iNO) is an effective but expensive treatment of pulmonary hypertension and right heart failure in patients with congenital or acquired heart disease. Our objective was to implement standardized initiation and weaning guidelines for iNO usage in the cardiothoracic ICU (CTICU) to reduce variation in use while maintaining quality patient care.                                         METHODS:               All CTICU patients who received iNO from January 2011 to December 2012 were retrospectively reviewed. Standardized iNO initiation and weaning guidelines were implemented in January 2012. Variables before and after guideline implementation were compared.                                         RESULTS:               From January to December 2011, there were 36 separate iNO events (6% of CTICU admissions; n = 547). Mean ± SD iNO usage per event was 159 ± 177 hours (median: 63 hours; range: 27–661 hours). From January to December 2012, there were 47 separate iNO events (8% of CTICU admissions; n = 554). Mean iNO usage per event was 125 ± 134 hours (median: 72 hours; range: 2–557 hours). Initiation guideline compliance improved from 83% to 86% (P = .9); weaning guideline compliance improved from 17% to 79% (P &lt; .001). Although mean iNO usage per event decreased, there was no significant reduction in utilization of iNO (P = .09).                                         CONCLUSIONS:               Implementation of standardized iNO initiation and weaning guidelines in the CTICU was successful in reducing practice variation supported by increasing guideline compliance. However, decreasing practice variation did not significantly reduce iNO utilization and does not necessarily reduce cost.","2014-06-01","2025-05-21 21:13:05","2025-05-21 21:13:05","2025-05-21 21:13:05","e1753-e1758","","6","133","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L9Y2UE7E","journalArticle","2025","Da Costa, Alessandra Muniz Pereira; Dos Santos, Luziene Alencar Bonates; Nelo, Edinely Michely De Alencar; De Andrade, Lívia Barboza","Prolonged Mechanical Ventilation and Extubation Failure in Children and Adolescents Undergoing Cardiac Surgery","Brazilian Journal of Cardiovascular Surgery","","16789741","10.21470/1678-9741-2023-0281","https://cdn.publisher.gn1.link/bjcvs.org/pdf/0102-7638-rbccv-40-01-e20230281.pdf","","2025","2025-05-21 21:13:06","2025-05-21 21:13:06","2025-05-21 21:13:06","","","1","40","","Braz J Cardiovasc Surg","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KP5EIR83","journalArticle","2015","Avila-Alvarez, Alejandro; Jesus Del Cerro Marin, Maria; Bautista-Hernandez, Victor","Pulmonary Vasodilators in the Management of Low Cardiac Output Syndrome After Pediatric Cardiac Surgery","Current Vascular Pharmacology","","15701611","10.2174/1570161113666151014124912","http://www.eurekaselect.com/openurl/content.php?genre=article&issn=1570-1611&volume=14&issue=1&spage=37","","2015-11-26","2025-05-21 21:13:07","2025-05-21 21:13:07","2025-05-21 21:13:07","37-47","","1","14","","CVP","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJYRZMLT","journalArticle","2011","R. Schumacher, Kurt; J. Gajarski, Robert","Postoperative Care of the Transplanted Patient","Current Cardiology Reviews","","1573403X","10.2174/157340311797484286","http://www.eurekaselect.com/openurl/content.php?genre=article&issn=1573-403X&volume=7&issue=2&spage=110","","2011-05-01","2025-05-21 21:13:08","2025-05-21 21:13:08","2025-05-21 21:13:08","110-122","","2","7","","CCR","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/fgsj/Zotero/storage/ZHWYKUAK/R. Schumacher and J. Gajarski - 2011 - Postoperative Care of the Transplanted Patient.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VCSS6A7E","journalArticle","2003","Fioretto, José R.","Inhaled nitric oxide in pediatrics","Jornal de Pediatria","","0021-7557","10.2223/JPED.1094","http://www.jped.com.br/Redirect.aspx?varArtigo=1094","","2003-11-15","2025-05-21 21:13:12","2025-05-21 21:13:12","2025-05-21 21:13:12","177-86","","8","79","","J Pediatr (Rio J)","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5WDRUUFX","journalArticle","2020","Alsuhaymi, Zainab S.; Shihata, Mohmmad S.; Alsuhimi, Somaya S.; Alharbi, Hamzah B.; Khoshal, Saad Q.; Syed, Aitizaz U.","Outcome of congenital heart surgery for patients with Down Syndrome","Chirurgia","","03949508, 18271782","10.23736/S0394-9508.19.04992-1","https://www.minervamedica.it/index2.php?show=R20Y2020N03A0119","","2020-05","2025-05-21 21:13:13","2025-05-21 21:13:13","2025-05-21 21:13:13","","","3","33","","Chirurgia","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMQU98SZ","journalArticle","2015","Giordano, Raffaele; Palma, Gaetano; Poli, Vincenzo; Palumbo, Sergio; Russolillo, Veronica; Cioffi, Sabato; Mucerino, Marco; Mannacio, Vito Antonio; Vosa, Carlo","First experience with sildenafil after Fontan operation: short-term outcomes","Journal of Cardiovascular Medicine","","1558-2027","10.2459/JCM.0b013e328361390a","http://journals.lww.com/01244665-201508000-00004","","2015-08","2025-05-21 21:13:14","2025-05-21 21:13:14","2025-05-21 21:13:14","552-555","","8","16","","Journal of Cardiovascular Medicine","First experience with sildenafil after Fontan operation","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZPKHJV3","journalArticle","2020","Silvera Ruiz, Silene; Grosso, Carola L; Tablada, Margot; Cabrera, Marcelo; Dodelson De Kremer, Raquel; Juaneda, Ernesto; Laróvere, Laura E","Efficacy of citrulline supplementation to decrease the risk of pulmonary hypertension after congenital heart disease surgery. A local experience.","Revista de la Facultad de Ciencias Médicas de Córdoba","","1853-0605, 0014-6722","10.31053/1853.0605.v77.n4.27936","https://revistas.unc.edu.ar/index.php/med/article/view/27936","Pulmonary hypertension (PH) is a major cause of morbi-mortality among patients with congenital heart disease (CHD) and also a potentially severe complication after surgical repair. Oral citrulline, a precursor to NO synthesis, is safe and efficacious for decreasing the risk of postoperative PH.  Objective: The aim of the present study was to investigate in pediatric patients the changes of plasma citrulline, arginine, homocysteine and nitric oxide (NO) metabolites and pulmonary artery pressures (PAP) pre-post cardiac surgery in order to describe our population status with regard to the risk of pulmonary hypertension and look for potential biomarkers for early detection and treatment.  Main results/Discussion: 16 Argentine pediatric patients with CHD undergoing cardiopulmonary bypass were randomized in two groups: (A) with and (B) without perioperative citrulline supplementation. We found that plasma citrulline median levels before surgery were lower in both groups respect to referential values, probably due to the poor nutritional status of our patients; only group A surpassed post-surgery the minimum recommended level to avoid PH. Furthermore, none of the patients in group A showed mean PAP higher than 20 mmHg, whereas in group B, 67% of the measurements were ≥ than the reference level.  Conclusions: We reaffirm that citrulline supplementation it is effective in reducing postoperative pulmonary hypertension and biomarkers could evidence patient status as a translational medicine application.","2020-12-01","2025-05-21 21:13:15","2025-05-21 21:13:15","2025-05-21 21:13:15","249-253","","4","77","","Rev Fac Cien Med Univ Nac Cordoba","","","","","","","","","http://creativecommons.org/licenses/by-nc/4.0","","","","DOI.org (Crossref)","","","","/home/fgsj/Zotero/storage/I7MWFTF2/Silvera Ruiz et al. - 2020 - Efficacy of citrulline supplementation to decrease the risk of pulmonary hypertension after congenit.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TECBBEU4","journalArticle","2022","Sass�Carvalho, Eloisa; Francilene S. Souza, Maria; Cristina O. Abud, Kelly; R. P. Castro, Claudia; G. Penha, Juliano; Maria Thomaz, Ana; A. Guimar鉫s, Vanessa; Augusto Lopes, Antonio","Prediction of Pulmonary Arterial Pressure Level after Repair of Congenital Cardiac Communications and Discharge from the Hospital: Role of Down Syndrome and Early Postoperative Hemodynamics","Congenital Heart Disease","","1747-079X","10.32604/chd.2022.019382","https://www.techscience.com/chd/v17n3/47615","","2022","2025-05-21 21:13:22","2025-05-21 21:13:22","2025-05-21 21:13:22","351-363","","3","17","","","Prediction of Pulmonary Arterial Pressure Level after Repair of Congenital Cardiac Communications and Discharge from the Hospital","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/fgsj/Zotero/storage/WI2CL4H4/Sass�Carvalho et al. - 2022 - Prediction of Pulmonary Arterial Pressure Level after Repair of Congenital Cardiac Communications an.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"423EQUUB","journalArticle","2023","Kesumarini, Dian; Widyastuti, Yunita; Boom, Cindy Elfira; Dinarti, Lucia Kris","Pulmonary Hypertension Crisis in Patient with Tetralogy of Fallot and Mixed Total Anomalous Pulmonary Vein Connection after the Primary Correction: A Rare Case Report","Congenital Heart Disease","","1747-0803","10.32604/chd.2023.044746","https://www.techscience.com/chd/v18n6/55235","","2023","2025-05-21 21:13:28","2025-05-21 21:13:28","2025-05-21 21:13:28","671-678","","6","18","","CHD","Pulmonary Hypertension Crisis in Patient with Tetralogy of Fallot and Mixed Total Anomalous Pulmonary Vein Connection after the Primary Correction","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/fgsj/Zotero/storage/HE46D8VY/Kesumarini et al. - 2023 - Pulmonary Hypertension Crisis in Patient with Tetralogy of Fallot and Mixed Total Anomalous Pulmonar.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DY6X4KK9","journalArticle","2024","Muenster, Stefan; Zarragoikoetxea, Iratxe; Moscatelli, Andrea; Balcells, Joan; Gaudard, Philippe; Pouard, Philippe; Marczin, Nandor; Janssens, Stefan P.","Inhaled NO at a crossroads in cardiac surgery: current need to improve mechanistic understanding, clinical trial design and scientific evidence","Frontiers in Cardiovascular Medicine","","2297-055X","10.3389/fcvm.2024.1374635","https://www.frontiersin.org/articles/10.3389/fcvm.2024.1374635/full","Inhaled nitric oxide (NO) has been used in pediatric and adult perioperative cardiac intensive care for over three decades. NO is a cellular signaling molecule that induces smooth muscle relaxation in the mammalian vasculature. Inhaled NO has the unique ability to exert its vasodilatory effects in the pulmonary vasculature without any hypotensive side-effects in the systemic circulation. In patients undergoing cardiac surgery, NO has been reported in numerous studies to exert beneficial effects on acutely lowering pulmonary artery pressure and reversing right ventricular dysfunction and/or failure. Yet, various investigations failed to demonstrate significant differences in long-term clinical outcomes. The authors, serving as an advisory board of international experts in the field of inhaled NO within pediatric and adult cardiac surgery, will discuss how the existing scientific evidence can be further improved. We will summarize the basic mechanisms underlying the clinical applications of inhaled NO and how this translates into the mandate for inhaled NO in cardiac surgery. We will move on to the popular use of inhaled NO and will talk about the evidence base of the use of this selective pulmonary vasodilator. This review will elucidate what kind of clinical and biological barriers and gaps in knowledge need to be solved and how this has impacted in the development of clinical trials. The authors will elaborate on how the optimization of inhaled NO therapy, the development of biomarkers to identify the target population and the definition of response can improve the design of future large clinical trials. We will explain why it is mandatory to gain an international consensus for the state of the art of NO therapy far beyond this expert advisory board by including the different major players in the field, such as the different medical societies and the pharma industry to improve our understanding of the real-life effects of inhaled NO in large scale observational studies. The design for future innovative randomized controlled trials on inhaled NO therapy in cardiac surgery, adequately powered and based on enhanced biological phenotyping, will be crucial to eventually provide scientific evidence of its clinical efficacy beyond its beneficial hemodynamic properties.","2024-04-05","2025-05-21 21:13:40","2025-05-21 21:13:40","2025-05-21 21:13:40","1374635","","","11","","Front. Cardiovasc. Med.","Inhaled NO at a crossroads in cardiac surgery","","","","","","","","","","","","DOI.org (Crossref)","","","","/home/fgsj/Zotero/storage/RVG9KTZI/Muenster et al. - 2024 - Inhaled NO at a crossroads in cardiac surgery current need to improve mechanistic understanding, cl.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJESNP8T","journalArticle","2024","Mascarenhas, Dwayne; Mohammadi, Atefeh; Higazy, Randa; Ivanovska, Julijana; Gauda, Estelle; Jasani, Bonny","L-Citrulline in Neonates: From Bench to Bed Side","Children","","2227-9067","10.3390/children12010042","https://www.mdpi.com/2227-9067/12/1/42","L-citrulline (L-CIT), a precursor to L-arginine (L-ARG), is a key contributor to the nitric oxide (NO) signaling pathway. Endothelial dysfunction, characterized by deficient nitric oxide synthesis, is implicated in the pathogenesis of various neonatal conditions such as necrotizing enterocolitis (NEC) and bronchopulmonary dysplasia (BPD) associated pulmonary hypertension (PH). This review summarizes the current evidence around the possible role of L-CIT supplementation in the treatment of these conditions. Detoxification of endogenously produced superoxide radicals is inadequate in preterm infants due to immature antioxidants that leads to the production of peroxynitrite, a reactive oxygen-free radical that is cytotoxic and causes damage to organelles and cellular membranes, further disrupting the coupling of endothelial NO synthase enzyme and the generation of high levels of reactive nitrogen and oxygen species. Animal studies in lipopolysaccharide-induced models of chorioamnionitis and hyperoxia- and inflammation-induced BPD-PH in rodent lung models revealed that L-CIT supplementation significantly mitigated structural changes in the pulmonary vasculature, preserved alveolar growth, and increased vascular endothelial growth factor gene expression, highlighting the anti-inflammatory and antioxidant effects of L-CIT supplementation. Similar benefits were noted in newborn piglet models of chronic hypoxia-induced PH and NEC. Pharmacokinetic studies in neonates have shown doses of 100–300 mg/kg/day to be safe and well tolerated. A few studies have shown the beneficial effects of L-CIT supplementation in pulmonary hypertension secondary to congenital heart disease, but evidence of efficacy in the neonatal population is lacking. While L-CIT shows promise in the treatment of various neonatal conditions, adequately powered studies to evaluate the safety and efficacy of L-CIT supplementation post-surgical NEC and BPD ± PH in the extremely preterm population are needed to translate this novel therapy to clinical practice.","2024-12-30","2025-05-21 21:13:52","2025-05-21 21:13:52","2025-05-21 21:13:52","42","","1","12","","Children","L-Citrulline in Neonates","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","/home/fgsj/Zotero/storage/8SMKTJ7Q/Mascarenhas et al. - 2024 - L-Citrulline in Neonates From Bench to Bed Side.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6B9IBPJ","journalArticle","2022","Picciolli, Irene; Francescato, Gaia; Colli, Anna Maria; Cappelleri, Alessia; Mayer, Alessandra; Raschetti, Roberto; Di Cosola, Roberta; Pisaniello, Marco; Annoni, Giuseppe Alberto; Papa, Marco; Maldi, Mimoza; Olivieri, Guido; Mosca, Fabio; Marianeschi, Stefano","Cor Triatriatum Dexter: Contrast Echocardiography Is Key to the Diagnosis of a Rare but Treatable Cause of Neonatal Persistent Cyanosis","Children","","2227-9067","10.3390/children9050676","https://www.mdpi.com/2227-9067/9/5/676","Cor triatriatum dexter (CTD) is an extremely uncommon and underreported congenital cardiac anomaly in which the persistence of the embryonic right venous valve separates the right atrium into two chambers with varying degrees of obstruction to antegrade flow and variable degree of right to left shunt at atrial level. Depending on the size of the valves, clinical manifestations vary from absence of symptoms to severe hypoxia, requiring urgent surgical correction. We herein describe the diagnostic difficulties in a case of neonatal CTD, who developed increasingly severe and unresponsive cyanosis, first interpreted as postnatal maladjustment with pulmonary hypertension. The failure to respond to oxygen and pulmonary vasodilators led us to reconsider a different diagnosis. The use of contrast echocardiography improved the diagnostic performance of transthoracic echocardiogram (TTE) and revealed a massive right-to-left shunt secondary to the presence of an atrial membrane that required urgent surgery.","2022-05-06","2025-05-21 21:13:58","2025-05-21 21:13:58","2025-05-21 21:13:58","676","","5","9","","Children","Cor Triatriatum Dexter","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","/home/fgsj/Zotero/storage/TD7IRIQ4/Picciolli et al. - 2022 - Cor Triatriatum Dexter Contrast Echocardiography Is Key to the Diagnosis of a Rare but Treatable Ca.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M45RGV2U","journalArticle","2008","Talwar, Sachin; Choudhary, ShivKumar; Saxena, Anita; Kothari, ShyamSunder; Juneja, Rajnish; Airan, Balram","Unidirectional valved patches for closure of septal defects in patients with severe pulmonary hypertension","Annals of Pediatric Cardiology","","0974-2069","10.4103/0974-2069.43876","https://journals.lww.com/10.4103/0974-2069.43876","","2008","2025-05-21 21:14:04","2025-05-21 21:14:04","2025-05-21 21:14:04","114","","2","1","","Ann Pediatr Card","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JG9WPA7B","journalArticle","2014","Lopes, Antonio; Alnajashi, Khalid","Saudi Guidelines on the Diagnosis and Treatment of Pulmonary Hypertension: Pulmonary arterial hypertension associated with congenital heart disease","Annals of Thoracic Medicine","","1817-1737","10.4103/1817-1737.134015","https://journals.lww.com/10.4103/1817-1737.134015","","2014","2025-05-21 21:14:10","2025-05-21 21:14:10","2025-05-21 21:14:10","21","","5","9","","Ann Thorac Med","Saudi Guidelines on the Diagnosis and Treatment of Pulmonary Hypertension","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYWJ4KDB","journalArticle","2018","Janai, AniruddhaRamesh; Bellinghausen, Wilfried; Turton, Edwin; Bevilacqua, Carmine; Zakhary, Waseem; Kostelka, Martin; Bakhtiary, Farhad; Hambsch, Joerg; Daehnert, Ingo; Loeffelbein, Florian; Ender, Joerg","Retrospective study of complete atrioventricular canal defects: Anesthetic and perioperative challenges","Annals of Cardiac Anaesthesia","","0971-9784","10.4103/aca.ACA_110_17","https://journals.lww.com/10.4103/aca.ACA_110_17","","2018","2025-05-21 21:14:15","2025-05-21 21:14:15","2025-05-21 21:14:15","15","","1","21","","Ann Card Anaesth","Retrospective study of complete atrioventricular canal defects","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FBGGBN83","journalArticle","2022","Adriane, Prieta; Sedono, Rudyanto; Dewi, Ni Luh Kusuma","Pulmonary Hypertension Crisis Management in Adult Atrial Septal Defect Surgical Closure: A Case Report","Bali Journal of Anesthesiology","","2549-2276","10.4103/bjoa.bjoa_97_22","https://journals.lww.com/10.4103/bjoa.bjoa_97_22","Atrial Septal Defect (ASD) is the most common congenital disorder found in adulthood, accounting for 35% of Adult Congenital Heart Disease (ACHD). In ASD, there is a defect in the septum/wall between right and left atria, resulting in left-to-right shunt which lead to an increase of the right heart volume and pulmonary circulation. If left untreated, increased pulmonary resistance develop to pulmonary hypertension (PH) which results in a progressive decrease in right ventricular function, causing right heart failure and death. Although ASD surgical closure is not a complicated procedure, patients with complication of PH and right heart failure have a high mortality rate if not managed properly. Increase in mortality was mainly due to perioperative pulmonary hypertensive crisis (PH crisis), condition of an acute increase in mean pulmonary arterial pressure (mPAP) exceeding mean systemic arterial pressure (MAP). In this case report, we will discuss the management of postoperative adult patients with ASD closure complicated by intraoperative pulmonary hypertensive crisis who are treated in the intensive care unit (ICU).","2022-10","2025-05-21 21:14:17","2025-05-21 21:14:17","2025-05-21 21:14:17","251-253","","4","6","","","Pulmonary Hypertension Crisis Management in Adult Atrial Septal Defect Surgical Closure","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTZ9PUWH","journalArticle","2012","Huang, Jing-Bin; Liang, Jian; Zhou, Li-Yan","Eisenmenger Syndrome: Not Always Inoperable","Respiratory Care","","0020-1324","10.4187/respcare.01418","https://www.liebertpub.com/doi/10.4187/respcare.01418","","2012-09-01","2025-05-21 21:14:21","2025-05-21 21:14:21","2025-05-21 21:14:21","1488-1495","","9","57","","Respiratory Care","Eisenmenger Syndrome","","","","","","","en","https://www.liebertpub.com/nv/resources-tools/text-and-data-mining-policy/121/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5E3AYRXL","journalArticle","2015","Schweiger, Martin; Falk, Volkmar; Biry, Mirko; Hübler, Michael; Wilhelm, Markus J.","Biventricular Failure in Dextro-transposition of the Great Arteries Corrected with the Mustard Procedure: VAD Support of the Systemic Ventricle is Enough","The International Journal of Artificial Organs","","0391-3988, 1724-6040","10.5301/ijao.5000400","https://journals.sagepub.com/doi/10.5301/ijao.5000400","Introduction               Miniaturization and surgical progress in the field of ventricular assist device (VAD) therapy will lead to an increasing use in grown-up patients with congenital heart disease (GUCH). VAD implantation in such patients, especially biventricular VAD (BVAD) placement, can be very challenging, potentially associated with high morbidity and mortality.                                         Methods and Results               We report on a 47-year-old male patient in terminal biventricular failure with pulmonary hypertension 40 years after a Mustard procedure. The patient was successfully provided with a HVAD (HeartWare; HeartWare Inc., Framingham, MA, USA) into the systemic ventricle as bridge to transplantation, with the sub-pulmonary ventricle left unsupported.                                         Discussion               We present our institutional strategy for VAD selection in these patients and highlight intra-corporeal VAD implantation technique.","2015-04","2025-05-21 21:14:26","2025-05-21 21:14:26","2025-05-21 21:14:26","233-235","","4","38","","Int J Artif Organs","Biventricular Failure in Dextro-transposition of the Great Arteries Corrected with the Mustard Procedure","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7SI8Q4T9","journalArticle","2012","Kenny, Damien; Hijazi, Ziyad M.","To inhale or to nebulize: Treating the pulmonary vascular bed post-operatively in children with congenital heart disease","Cardiology Journal","","18975593","10.5603/CJ.2012.0062","http://www.cardiologyjournal.org/en/darmowy_pdf.phtml?indeks=110&indeks_art=1595","","2012","2025-05-21 21:14:27","2025-05-21 21:14:27","2025-05-21 21:14:27","335-336","","4","19","","Cardiol. J","To inhale or to nebulize","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M7IDWU6R","journalArticle","2005","Raja, Shahzad G; Basu, Devika","Pulmonary hypertension in congenital heart disease","Nursing Standard","","0029-6570, 2047-9018","10.7748/ns2005.08.19.50.41.c3940","http://rcnpublishing.com/doi/abs/10.7748/ns2005.08.19.50.41.c3940","","2005-08-24","2025-05-21 21:15:07","2025-05-21 21:15:07","2025-05-21 21:15:07","41-49","","50","19","","Nursing Standard","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6GPYIVY3","journalArticle","2024","Niiyama, Shuhei; Nakashima, Takahiro; Ueno, Kentaro; Hirahara, Daisuke; Nakajo, Masatoyo; Madokoro, Yutaro; Sato, Mitsuhito; Shimono, Kenshin; Futatsuki, Takahiro; Kakihana, Yasuyuki","Machine Learning Analysis of Predictors for Inhaled Nitric Oxide Therapy Administration Time Post Congenital Heart Disease Surgery: A Single-Center Observational Study","Cureus","","2168-8184","10.7759/cureus.65783","https://www.cureus.com/articles/277504-machine-learning-analysis-of-predictors-for-inhaled-nitric-oxide-therapy-administration-time-post-congenital-heart-disease-surgery-a-single-center-observational-study","","2024-07-30","2025-05-21 21:15:09","2025-05-21 21:15:09","2025-05-21 21:15:09","","","","","","","Machine Learning Analysis of Predictors for Inhaled Nitric Oxide Therapy Administration Time Post Congenital Heart Disease Surgery","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/fgsj/Zotero/storage/YXFRZL6Z/Niiyama et al. - 2024 - Machine Learning Analysis of Predictors for Inhaled Nitric Oxide Therapy Administration Time Post Co.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSYMA68X","journalArticle","2021","Wang, Xiaofeng; Lu, Zhongyuan; Shen, Ruihuan; Wang, Xu","Inhaled nitric oxide improves postoperative hemodynamics in patients with cyanotic congenital heart disease combined with decreased pulmonary blood flow","Chinese Journal of Clinical Thoracic and Cardiovascular Surgery","","","10.7507/1007-4848.202008014","","","2021","2025-05-22 12:51:08","2025-05-22 12:51:08","","1461-1465","","12","28","","Chinese Journal of Clinical Thoracic and Cardiovascular Surgery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
